,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,SCO04,SCO08,SCO09,SCO10,SCO11,SPO10,SPO11,SPR04,SPR08,SPR09,SPR10,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPO10,ZPO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10
K00706,0,0,0,0,0.233635833,0,0.5895,0.147613667,1.577297333,0.625683333,1.093284,2.944188333,1.447282,0.3877064,0.228505,0.396843167,1.105627,0.7652255,1.388671,1.01738,1.804290833,1.166072,0.938266,0,0.653788167,0.171763333,0,0,0,0,0,1.041246667,0,0,0,1.339958,0,0.5059025,0.7239425,1.344155,0.506474,0.091276,0,0,0.0993925,0,0.2240075,2.0097845,0.0523065,0.6688815,0.692111,0,0,0.0883155,0.052671,0.0988955,0.308632,0.1000335,0.180893,2.041853,0,0,0.0416795,0
K17199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.995133333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.715855,0,0,1.2231,0,2.99906,0,0.220113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K20826,0,0,0,0,0.463035,0.3471745,0,0.587953333,1.892893333,0.458293333,0.956726,0.355927,0,1.5694238,0.510461,2.203988333,2.309336667,1.149216167,1.137778333,3.024495,1.108566667,2.531435,0,1.039135,1.415105,0,0,0,0,0,0,0,0,0,2.2533,0,0,1.002785,0,1.042661667,0.4383115,0,0.6746345,0.3331145,0,0,0.1307985,0.4158465,0,0,0.204619,0,0,0,0.0794385,0.222132,0,0.140007,0.1984235,0,0,0,0,0.144417
K04627,0.947246667,0,0,0,0,0,3.0273,0,0,0.368918333,1.462024,0.451315,0,0.33245,1.38554,1.107686667,1.8909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.497833333,0,0,1.45435,0,0,0.2631805,0,0.61098,0.531969,0.292681,0.171595,0.516549,0,1.319595,0,0,0,0.3141535,0,0,0,0,0,1.92754,0,0,0,0
K04426,0,0,0,0,0,0,0,0,1.602106667,0,2.12286,1.41281,0,0.598412,1.75455,0,0,0,3.051283333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82998,1.374851667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3562315,0,0,0,0,0,0,0
K13499,1.31094,0,0,0,1.62519,0,0,0,0.628975,1.7456,2.228628,0,0,0,0,0.586336667,0,0.768665,2.337885,0,0,0,0,3.063615,0,0,0,0,0,0,0,0,0,0,0,0.963795,2.540015,0,0,0,0.8053465,0.2466095,0,0,0.2215085,0.258184,0,0.949392,0,0,0.233904,0,0,0.2944255,0,0.2603375,0,0,0,0,0,0,0,0
K08863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550262,0,0.677521667,0,0,0,3.068085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2551795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.796945,0,0,0,0,0,0,0,0,3.06888,0
K19700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4474635,0.3608415,1.224835,0,0.78026,0,0.472731,2.4321855,0,1.28288,0.343872,0,0,3.11934,0.260168,0.3787675,0.892355,0,0.3383655,0,0,0,0.326491,0.733975
K06168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13141,0,0,0,0,0,0,0,0,0,0
K11274,0,0,0,0,0.853670333,0,0,0.245605,0,2.363122,1.360164,1.116945,3.16732,1.226914,1.783368,1.14988,1.560206667,0,0.634703333,0,0.600063333,0,1.408548333,0,0,0,0,0,0,0,0,0,0,0,0.784914,0.602128667,0,0,0,1.4194535,0.3795415,0.4131835,0,0.3274935,0.2430145,0.1068495,0.177411,1.029842,0,0.74554,0.096846,0,0,0.1690765,0,0.2593375,0,0,0.13988,0,0,0,0,0
K20045,0.262648333,0,0,0,0,0,0,0,0,0,0,0.485601667,0,0.936062,0,3.193703333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793546667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5049,0,0,0,0,1.99895,0,0,0,0,0,3.197485,0,0,0,0,1.278725,0,0,0,0,0
K10437,0,0,0,0,0,0,0,0,3.245033333,0,0,1.660945,0,0,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07198,0.806966667,0,0,0,0,0.562675,0,0,0.448083333,0,2.140886,0.909981667,0,1.415594,0,3.257261667,1.67505,0,0,0,0,2.045425,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613013333,0,0,0.4569555,2.488855,0.592445,0,0.2027205,0,0.3224105,0.177695,0.5102795,3.22448,0.3671175,1.831345,1.096986,0.236319,0,0.908039,0,0,0,0.6946405,0,0,0.187498,0,0.364639,0.1633475
K11799,2.066266667,0,0,0,0,0,0,0,0.86424,0,3.26084,0,1.902755,1.917104,0.888437,1.060908333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.192866667,0,0,2.7089,0,2.189616667,0,0.331957,0,0,0,0.7185015,0.4702825,1.224755,0,0,0,0,0,0,0,0,0,0,0.3366665,0,0,0,0,0
K06919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06837,0.9325415,0.9955875,0,0,0,0.92773,0,0,2.544495,1.87322,0,0,1.13127,0.44842,0,0,0,3.34205,1.6068,0
K12309,0,0,0,0,1.201395,0,0,0,0,0,2.063824,0,0,0,0.770763,0,0,3.393481667,0,0,0,0,1.13204,0,0,0,0,0,0,0,0,0,0,0,0.873758333,0,0,0,0,0,0,0,0,0,0.302709,0.1567445,0,0,0,0,0,0,0.202155,0.53909,0,0.401006,0.373083,1.396009,0.5945,0,0,0,0,0
K02406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.390175,0,0,0,0,3.527045
K09402,0.861755,0,0,0,0,1.08306,0,0,0,0,2.933512,0,2.09765,0,1.36123,2.782616667,0,0,0,0,3.271416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53035,0,2.436065,0.96033,0,0,1.201655,0,0,0,0.91073,0.148479,0,0,0,0,0.50307,0,0.279722,0,0,0,0.778215,0,0,0,0
K14772,0.616884167,0,0,0.232605833,0,0.176712,0.5285365,0.082608833,1.083099,1.622664167,2.7190218,1.649151833,2.5732395,1.1574366,1.674635,3.020884,1.095331667,0.8943175,3.566128,0,1.4008415,0,0.18979,1.2896255,1.125881833,0.515106667,0,0,0.106884,0,0,0.498273833,0.532093167,0,1.795881167,0.7925365,2.096355,0.5975685,0.9729165,2.8197045,0.4957455,0.9316225,0.2297545,0.5616945,0.323301,0.442456,0.3883255,0.9382735,0.118148,1.0215935,0.341377,0.0762745,0,0.761309,0.0757645,0.29298,0.1055415,0.1229605,0.297289,0.251433,0.209637,0.3843115,0.1857035,0.1053865
K13349,2.171466667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99938,0,0,0,0,0,0,0,0,0,0
K21914,0,0,0,0,0,0,0,0,0,0,1.82809,0,0,0,0,0,3.586683333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371658,0.3655185,0.827065,0,0.3462565,0,0,1.051695,0,0,0.69894,0,0,0,0,0,0,0,0,0,0,0,0,0
K22383,0,0,0,0,0,0,0,0,0,0,1.82809,0,0,0,0,0,3.586683333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371658,0.3655185,0.827065,0,0.3462565,0,0,1.051695,0,0,0.69894,0,0,0,0,0,0,0,0,0,0,0,0,0
K01778,0,3.657166667,0,0,0,0,0,0,1.558011667,0,0,0,0,0,0,0,2.715216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387383333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01531,0,0,0,0,1.4251485,0.567355,3.661916667,1.536073333,0.40872,0,0.9839034,0.70993,0,0.323094,0.425281,0.86272,2.6708285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75343,0,1.407331667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117783,0.3413945,0,0,0,0,0,0,0,0
K00976,0,0,0,0,0,0.922224,0,1.718616667,0.655688333,1.359075,0,2.368333333,1.443595,3.705856,2.69618,1.340946667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462243333,1.004728333,0,0,0,2.418225,0.31718,0,0,0,0,0,0.173525,0.3676635,0,0,0,0,0,0,0,0,0.1760525,0,0,0,0,0,0,0
K11851,0.530193333,0,0,0,0,0,0,0,0,0.642215,3.552624,0,0,1.04482,0,1.880708333,0,0,3.729876667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.533016667,0,0,0,0,0,0,0,0.319907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K09183,0,0,0,0,1.948405,0,0,0,0,1.364021667,2.74146,2.5437,0,0.974464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.758466667,0,0,0,0,2.041733333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K07759,0,0,0,0,1.33226,0,0,0,0,0,1.120518,1.143891667,0,0,0,0,2.295466667,0,1.65903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.763483333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K00318,1.565185,0,0,0,0,0,0.559475,0,1.75456,0,0.783504,1.549596667,0,0,0,1.366265,2.267883333,0,1.245395,3.767415,0,0,0,0,0,0,0,0,0,0,0,0,0,1.982566667,0,0,0,0,0,0.761035,0.270669,0.7213575,0,0,0,0,0.3364495,0,0.1529795,0,0,0,0,0,0,0.2812275,0,0,0,0,0,0,0,0
K03348,0.66776,0.45737,0,0,0.3711485,0.2607595,0,0.29096,0.74235,1.836456167,2.977992,1.861594167,2.9909345,2.1084806,2.4816,3.799831667,0.917686667,3.1611,3.274291667,3.22393,0.263528333,1.03646,0.52119,1.908305,2.356943333,0,0,0,0,0,0,0,0,0,0,0,2.54388,0.5337925,1.2480405,0.498523333,0.5515695,0.6936395,0.0847145,0.324817,0.3739815,0.083842,0.143633,0.613386,0,0.150354,0.285416,0,0,0.238376,0,0.215092,0,0,0,0.369563,0.4427815,0.563135,0,0
K11135,3.823595,0,0,0,0,0,0,0,0,0,0,0,2.83251,0.634678,0,2.527466667,0,0,0,0,1.760083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31215,0,0,0,1.72053,0.51796,0,0,0,0,0.4260795,0.456916,0,0,0,0.68265,0,0,0,0,0,0,0,0,0
K08829,0,0,0,0,0,0,0,0,0,2.513233333,1.681774,0,0,0,3.83689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579035,2.978216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K13459,0,0,0,0,0,0,0,0,0,2.513233333,1.681774,0,0,0,3.83689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579035,2.978216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K17546,0,0,0,0,0,0,0,0,0,2.513233333,1.681774,0,0,0,3.83689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579035,2.978216667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K14572,0.915206333,0.2495655,0,0.269106333,0.215462167,0,0.1666315,0.800993,0.490520667,1.267778,1.9300216,1.6396875,3.845487,1.6090396,1.937188,2.317252,1.080200167,0.635799833,2.322040333,0,1.436094167,0.963865,0.088257667,0.2440725,0.682579,0.1294235,0,0,0.074049333,0,0.26389,0.249501667,0,0.3209655,0.9716145,0.544474167,0.7046955,0.88923575,0.87764,1.995228167,0.7843165,1.027713,0.0870305,0.334445,0.3900445,0.2421685,0.559456,2.4025875,0.014856,0.610427,0.5017905,0.1621715,0,0.4566785,0,0.3186755,0.090283,0.1089495,0.2018915,0.9385735,0.288567,1.5037425,0.5498505,0.2857695
K10878,0,0,0,0,0,0,0,0,0,1.131848333,0,0,3.8988985,0,0,0,0,0,0,0,3.4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K15918,0,0,0,0,0,0,0,0,0,0,1.64915,0,3.338315,0,0,1.489396667,0,0,0,0,3.948116667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696116667,0,0.55317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11512,0.873115,0,0,0,0.670165,0,0,0,0,2.509421667,0.81677,1.120955,0,0.473296,3.995554,1.829025,1.794766667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.180783333,0.995123333,0,0,3.329765,0.712305,0,0,0,0,0,0.2661855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08803,0,0,0,0,0,0,0,0,0.654425,0.326361667,1.299384,0.852230167,2.4067055,0.363874,0,0.268918333,0.570248333,0,1.073748333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664875,1.228135,0.4334695,0.33901,0.587595,0,0,0,1.955215,0,0,0.1188935,0,4.0120655,0.1153305,0,0,0.1818265,0,0,0,0,0,0,0,0,0,0
K03566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0141,0,0,0,0,0,0,0,0,0,0,0,0.838075
K13713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0141,0,0,0,0,0,0,0,0,0,0,0,0.838075
K14861,0.338997833,0,0,0,0.542868,0,1.115021667,0.229655167,1.232855,1.042187167,3.6362254,3.222178667,1.8655625,1.6003024,2.6886,4.028471167,1.522831667,2.053900167,3.532226667,3.454859,3.117202,0,0.925408167,2.1212785,2.051406667,0,0,0,0,0,0,0,0,0,0,0.609921833,0.921539,1.08582225,0.7518375,3.526342667,0.561415,0.0674715,0.76527,0,0.4357865,0.773429,0.476111,0.2749735,0,0.68904,0.0633435,0,0,0.247404,0,0.4139835,0.237241,0,0.1127735,0.610239,0,2.53864,0,0
K05871,0,0,0,2.582783333,0,0,0,0,0,0,1.385578,0,0,0,4.03648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93788,0,0,0,0,0,3.728905,0,0,0.92495,0,0,0,0,0,0,0.797875,0,0,0,0
K02434,0,0,0,0,0.820833333,0,0,3.1797,2.362216667,2.252259,0.99342,2.298936667,0,0.779326,4.07706,2.61945,0,1.01714,2.777764833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.297033333,1.35129,0,0,0,2.85477,0,0,0,0,0.2906745,0,0,0,0,0,0,0,0,0.517325,0,0,0,0,0,0,0,0,0,0
K17957,0,0,0,0,0,0,4.145516667,0,0,0,0,0,0,0,0,1.286345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K17675,0.86209,0,0,0.315531667,1.08988,0,0,0.901175,0,1.08534,1.226354,1.055418333,1.42164,2.471488,2.10339,4.170881667,0,4.261196667,0,0,0,0,0.716911667,0,0,0,0,0,0,3.583695,0,0,0,0,2.691906667,0,0,0,0.737555,0.722791667,0,0.4563345,0.227828,0,0,0.448302,0,0.362346,0,0,0.1939045,0,0,0,0.148171,0.215329,0,0.346139,0.192038,0,0,0,0,0
K14827,1.319303833,0,0,0,0,0.844395,0,2.28883,2.89495,0.966133333,3.964202,3.414103333,4.306055,2.056094,0.530632,2.42643,1.053906667,1.73185,0.899038333,0,1.487253333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.496553333,0,0,0,1.179195,3.714156667,0.449251,0.3606805,0,0.165822,0.805509,0,0.1213915,0,0,0,0,0,0,0,0,0.211402,0.126697,0,0.398109,0.494851,0.5967805,0,0,0
K11942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.316835,0,0,0,0,0,0,0,0,0,0,0,0
K13065,0,0,0,0,0,0,0,4.393616667,0,0,4.13206,0,0,0,0,0,0,0,3.735833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3500535,0,0,0,0,0
K03141,3.834225,0,0,0,0.615871667,0,0,0.626178333,2.132658333,0.7266,0,2.067501667,0.94656,1.102012,2.305366,1.213518333,0.781925,2.815055,1.56699,0,1.293438333,4.396365,0,2.30277,2.518513333,0,0,0,0,0,0,0,0,0,3.04898,0,1.736215,3.116555,0,1.61086,0.355033,0,0,0.686924,0.3681065,0.3656285,0.2274785,0.823576,0,0,0.1690795,0,0.96909,0,0.2503145,0.181817,0,0.2368185,0.168829,1.009948,0,1.32335,0,0
K06676,0,0.927593333,0,0,0,0.805585,0,0,1.14552,0,1.819144,0.42714,1.814665,0,2.94398,2.446241667,1.35588,4.451166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737273333,1.41368,0.355011,0,0.1875145,0,0,0.1776375,1.5103795,0.3124705,0.2259085,0.2138765,0,0,0,0,0.199953,0,0,0,0,0,0,0,0
K10866,0.182296667,0,0,0,0.288473333,3.004475,0.228855,0.437276667,1.384986667,3.525146667,1.414784,3.215705,2.38681,1.651266,3.92017,1.679216667,2.032281667,1.616271667,4.180575,0,2.415956667,0,4.302888333,0,2.403933333,0,0,0,0,0,0,0,0,0,0.812941667,0,0,0,0.2839815,4.46107,0,0,0,0.2114155,0,0.243123,0.073216,0.917674,0,0,0.21422,0,0,0.1104085,0,0.1201905,0,0,0,0,0,0,0,0
K15631,0,0,0,0,0.36843,0,0,0,0,0,0.51575,0.657675,2.84712,0,0,1.626728333,0.87449,0.551538333,2.356641667,0,2.760295,0,0,4.48123,2.616198333,0,0,0,0,0,0,0,1.031785,0,0,0,0,0,0,2.001013333,0.1732335,0,0.2126485,0.1980285,0,0,0,0.2443885,0,0,0,0,0,0,0,0.181161,0,0,0,0,0,0,0,0
K00995,0.1632435,0,0,0,0,0,0,0.614921667,1.178363333,0,1.703288,0.909541667,2.97646,0.377376,1.61646,3.30805,1.370178333,3.703006667,2.838346667,0,2.948481667,0,1.195228333,4.03518,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44633,0.898045,4.499431667,0,0,0.531245,0.4938755,0,0,0,0.224918,0,0,0,0,0,0,0,0,0,0,0,0.3865305,0,0,0,0
K08064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18279,4.614483333,0,1.83501,1.2958795,3.8433115,0,0.3939145,0,0.951362,0,1.4652,0.88169,0,0,0.758615,0,0.4107715,0.405681,0,0,1.923855,0,0,0,0
K06674,0.850846667,0,0,0,0.259166667,0,0,0.214293333,0.61419,0.742903333,0.77246,1.559410167,0.97296,0.45449,4.735668,1.889653333,0.862458333,0.88778,0.769561667,3.37878,0.585486667,1.57013,1.264506667,0,0,0,0.290456667,0,0,0,0,0,1.345238333,0,3.297061667,2.368603333,1.719775,1.334745,2.065834,2.288813333,0.7092665,0.123928,0,0.4301905,0.366062,0,0.080271,1.6030505,0.35516,0.123436,0.3520845,0,0.702525,0.5113265,0,0.7685875,0,0.1720015,0.1172945,0.304338,0,0,0,0
K18083,0.539098333,0,0,0,0,0,0.338646667,0,0.637948333,0.949471667,3.231278,0.360908333,4.748535,2.34127,2.007443,1.335288333,0,0.50857,1.778128333,0,0.817245,0,0,0,0,0,0.747081667,0,0,0,0,0,0,0,2.673918333,0,0,0,0.909145,2.588025333,0.195035,1.6378195,0,0.732385,0.151113,0.4991365,0.291922,1.0725645,0,0.630995,0.1504985,0.236855,0,0.377902,0.2106165,0.4758305,0,0,0.305692,0,0.1879235,1.171785,0.146185,0.3250555
K10997,1.290873333,0,0,0,0,0,1.162478333,0.252945,0.585523333,0,2.342224,3.041626667,0,0.264178,2.545559,1.527928333,2.111908333,0,0,0,1.694,0,0,0,0,0,0,0,0,0,0,0,0,0,4.792243333,0.620121667,0,0,1.24212,2.018743333,0.78909,0.1147875,0,0.163254,0.137016,0.3084725,0.094371,2.272474,0,0.145122,0,1.39429,0,0.141947,0,0.4360945,0,0,0,0,0.43386,0,0,0
K08086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81523,0,0,0,0,0,0,0,0,0,0
K09991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.81523,0,0,0,0,0,0,0,0,0,0
K13050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.864883333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K20642,0,0,0,2.063258333,0,1.44926,0,0,0.769475,2.68595,0,0,0,0.766724,0,0,1.780766667,0,0.868108333,0,1.660635,2.66311,2.03712,4.889755,0,0,0,0,0,0,0,0,0,0,2.770616667,0,0,0,0,0,0,0,0,0,0.390036,0,0.123009,0,0,0.1935995,0.36065,0,1.3226905,0.904685,0.57055,0,0.6526485,0.260847,0,0,0,0,1.437653,0.579255
K00703,0,0,0,0,0.345316667,0,0,0.233506667,0.668433333,1.252641667,3.09963,0,0,1.885084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66763,0,0,0,0,0,0.49149,0,1.883945,0,1.491181667,0.679971,0,0,0.155901,0.126767,0,0.261882,4.927335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02332,0.81611,0,0,0,0.521478333,1.119905,0,0.828755,1.034811667,4.225133333,2.355714,2.191738333,4.95037,0.8341498,4.943078,2.536236667,0.898013333,3.572795,0.593553333,4.30326,1.919371667,0,1.694963333,0,3.220883333,0,0,0,0,0,0,0,0,0,0.866111667,0,2.067465,0,4.4900005,3.721986667,0.180221,0,0,0,0.297359,0,0.3697275,0.5651125,0,1.6014825,0,0,0,0.177058,0,0,0,0.4722045,0.147376,0,0,0,0,0.214461
K05307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10725,0,0,0,0,0,0,0,1.21925,0,0,0,0,0,0,0,0,0,0,4.971005,0,0,0,0,0,0,0,0,0
K19519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339524,0.506023,1.552826667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00545,0,0,0.617586667,0.7162975,0,0,0,0,0,0,1.708343,0,1.3507895,0.32724,0,0,0,0,0,0,0,0,0,0,0,0,0.3483735
K10998,1.072226667,0,0,0,0,0,0,1.366045,0,0.869703333,5.041564,1.442435,0,0.482868,2.966397,1.669651667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44289,0,0,0.4011425,0,0,0,0,0.508505,0,0,0,0,0,0,0,0.311478,0,0,0,0,0,0,0,0
K12776,0,0,0,0,0,0,0.838695,0,1.978016667,0,1.154822,0.663155,0,3.13858,0,0.972668333,0,1.275131667,1.80455,0,0,5.06285,0,0,0,0,0,0,0,0,0,0,0,0,2.21475,0,0,0,0,2.2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K08741,0,0,0,0,0,0,0.294866667,0,0,2.30374,0,0,3.868245,0,0.37026,0,0,0,0,0,0.984776667,0,0,1.848565,0.995493333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5355895,5.066376667,0,1.83501,0.4431945,2.294695,0,0,0.087657,0.951362,0,2.816275,0,0,0,0.758615,0,0.4107715,0.405681,0,0.143018,1.923855,0,0,0,0
K14834,1.765763333,0,0,0,0.404856667,0,0,0,0.49656,1.843795,2.148386,1.973728333,1.57094,1.416466,3.50178,4.415813333,0,1.916423333,1.728466667,2.639075,3.800411667,5.073965,0,1.926345,0,0,0,0,0,0,0,0,0,0,1.242203333,2.28156,0,0,1.6999,2.95769,0.242899,0.1906035,0,0.3912575,0.179661,0,0,0.1872185,0,0.5899,0.1862015,0,0,0.462684,0,0.2081895,0,0.262577,0,0,0,0,0,0
