,Group_2,Group_1,RCO02,RCO03,RCO04,RCO05,RCO06,RCO07,RCO08,RCO09,RCO10,RCO11,RCO12,RCO13,RCO14,RCO15,RCO16,RCO17,RPR03,RPR04,RPR05,RPR06,RPR07,RPR08,RPR09,RPR10,RPR11,RPR12,RPR13,RPR14,RPR15,RPR16,RPR17,RPO09,RPO10,RPO11,RPO12,RPO13,RPO14,RPO15,RPO16,RPO17,ZCO03,ZCO04,ZCO08,ZCO09,ZCO10,ZCO11,ZPR03,ZPR04,ZPR08,ZPR09,ZPR10,ZPO10,ZPO11,SCO04,SCO08,SCO09,SCO10,SCO11,SPR04,SPR08,SPR09,SPR10,SPO10,SPO11
jgi.RhiirC2.865015.estExt_fgenesh1_pg.C_4300006,FAT,FAT,0,0,0,0,0,0,0,0,0,0,2.65578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.743583,0,0,11.2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.793244.MIX14540_931_99,FAT,FAT,0,0,0,0,0,0,0,0.399005,0,0.5373417,0,2.1144667,0,0.28208,1.17561,1.1475567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653125,0,0,0,1.02223,0,0,0,0,0,1.3652017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2784305,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA4.335081.e_gw1.9772.1.1,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29389,2.130775,0,1.33679,0,0,0,0,0,0,1.995585,0,3.85401,1.220885,0,5.602525,1.60966,0,0,0,1.183175,1.433395
jgi.RhiirC2.695672.estExt_Genewise1Plus.C_4300012,FAT,FAT,0,0,0,0,2.1386333,0,0,1.7526167,0,0,0,0,0,1.102228,0,0.8417317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.531369.estExt_Genemark1.C_1290014,FAT,FAT,0,0,0,0,0,0,0,0,3.828383,0,1.132934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.180428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.836137.gm1.24921_g,FAT,FAT,0,0,0,0,0,0,0,0,4.4906,0,0,0.6121317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.726046.estExt_Genewise1Plus.C_2560007,FAT,FAT,1.288298,0,0,0,0,0,0,1.287605,0,0,1.12508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.423507.CE423295_84836,FAT,FAT,0,0,0,0,0,0,0,0,0,0.6847017,0.463812,0.5662717,0,1.187132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1479915,0.168138,0,0.1585915,0,0,0,0.140832,0.1542605,0
jgi.RhiirB3.495678.MIX19198_17_43,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.377017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.851889.MIX8835_422_38,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0.887178,0,0,0,0,0.674485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.433835.estExt_fgenesh1_pm.C_1290003,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirB3.296676.gw1.8314.2.1,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255655,0,0,0,0,0,0,0,0,0.82593,1.129265,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.799859.estExt_fgenesh1_pm.C_2360002,FAT,FAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1753175
jgi.Gloin1.9491.gm1.9379_g,FAT,FAT,3.33E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67E-07,0,0.00000025,0,1.67E-07,3.33E-07,0.0000045,0,0,0,0.0000015,6.67E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhidi1.740622.estExt_fgenesh1_pg.C_950003,HMGbox,Mating,0,0,0,0,0,0,0,0,0,0,3.14786,1.576923,5.30095,2.997278,1.71998,1.375058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655945,0,0,0,0.57813,0,0
jgi.Gloin1.30829.gm1.30717_g,HMGbox,Mating,0,0,0,0,0,0,0,0,0,5.83225,0,2.086817,0,2.27096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA4.509360.MIX15899_51_44,HMGbox,Mating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8510267,0,0,0,0,0,0,0,0,0,3.87485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.545464.CE545252_1792,HMGbox,Mating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351968
jgi.Rhidi1.766330.gm1.17404_g,HMGbox,Mating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirB3.523893.estExt_Genemark1.C_3210004,KCH,Mating,1.442275,0,0,0,0.785865,0,0,0,3.09875,7.011935,0,6.8665983,4.963675,5.37682,1.56572,5.2017883,0,0,0,0,0,0,0,0,0,0,1.118525,0,2.1926225,0.869855,8.7911333,2.6543333,0,1.9083833,0,0,0,0,0,0,0,0,0.3521725,0,0,0,0,0.344924,0,0.13382,0,0,0,0,2.065915,0.3302685,0.245892,1.20429,0.714296,0,2.074955,0,0,0
jgi.Rhidi1.739385.estExt_fgenesh1_pg.C_440051,KCH,Mating,0,0,0,0,0,0,0,0,2.200734,2.0921,1.46794,0,9.55743,1.08567,0,0,0,0,0,0,0,0,0,0,0,0,2.938367,8.2163,0,0,0.81692,1.736583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008279,0,0,0,0.529215,0,0,1.766775,0,0,0
jgi.Rhiir2_1.1773749.gm1.12503_g,KCH,Mating,0,0,0,0,0,0,0,0,0,3.1968333,1.409804,0,0,0,0,1.36175,0,0,0,0,0,0,0,0,0,4.7148333,4.9392333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3940405,0,0.4212065,0,0,0.456548,0,0,0,0,0,0
jgi.Rhice1_1.826484.gm1.15268_g,KCH,Mating,0,0,0,0,0,0,0,0,0,0,3.762358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1463633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427305,1.627985,0,0,0,0,0,0,0,0,0,0,0,1.07786,0.2902705,0,0,0,0.702429,0,1.285685,0,0.64594,0
jgi.Rhice1_1.690584.e_gw1.95.58.1,KCH,Mating,0,0,0,0,0,0,0,0.7117383,0,0,2.51099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8619167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.696034.e_gw1.297.14.1,KCH,Mating,0,0,0,0,0,0,0,0,0,0,3.39345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4890125,0,0.425363,0,0,0,0,0,0,0,1.541845,0,0,0,0,0,0,0,0,0,0
jgi.Rhice1_1.819922.gm1.8706_g,RXT2_N,Mating,0,0,0,0,0,0,0,0,1.27194,0,0.868328,0.3368268,0.99439,0.494282,0,0.5092917,0,0,0,0,0,0,0,0.0000525,0,0,0,0,0.8476158,0,0,0,0,0,0,0,0,0,0,1.29467,0,0,0,0.131158,0,0,0,0,0,0,0,0,0,0,0,0.204267,0.566061,0.1695235,0.1766585,0,0,0.171317,0,0
jgi.Rhice1_1.708337.estExt_Genewise1.C_480083,Pik1,pheromone,0,0,0,0,0,0,0,0.2178383,0,0,0.76853,0.2852767,0,1.405724,1.28366,0.665025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783335,0.875935,1.14887,1.181305,1.80753,0.645985,3.192215,2.0434283,0,0,0,0,0.4515875,0.0921085,0,0,0,0,0.93479,0,0,0.17458,0.119171,0.4101795,0.12592,0,0.291417,0.2532885,0.123474,0,0,0,0,0.2340425
jgi.Rhice1_1.880258.estExt_Genemark1.C_5070014,STE3,pheromone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9504983,0,0,0,0,0,0,0,0,0,0,0,0,4.8889625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913815,0,0,0,0.3984105,0,0,0,0,0,0
jgi.Rhiir2_1.63741.CE63608_846,Ank_2,PT,11640.615,20541.1167,14482.45,34271.46,14654.2883,5885.8,17587.4,14770.4017,25685.4833,16891.53,15035.042,7757.47,8541.555,6144.444,1346.7,12044.4683,17126.0583,18377.6317,49200.2833,23446.9833,18766.1,30568.84,41961.4833,42897.1167,31519.9083,42861.5833,20952.9167,13445.4,15628.36,4878.74,19242.4333,21528.95,25281.6667,17846.5667,14002.9,8891.55,13715.295,12921.2867,14487.1,24712.2167,1077.2765,1992.122,652.898,403.6565,371.2385,286.1715,1311.424,1174.9445,4775.95,1038.3395,587.349,233.4345,584.518,262.1625,230.5485,191.7595,150.1485,125.1813,720.7865,42.0165,315.666,199.857,168.4665,165.53
jgi.RhiirA5.289181.e_gw1.400.3.1,Ank_2,PT,15.909267,0,0,0,0,0,0,0,38.707167,56.344667,164.5282,68.6372,0,121.89162,42.1608,163.077333,0,0,0,0,0,0,0,0,0,93.262167,35.081333,0,0,23.42295,132.0785,35.737167,76.876333,160.1835,0,0,0,50.494333,0,52.708333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.827015,0,8.4132,0,0,0
jgi.Rhice1_1.666261.gw1.522.6.1,Ank_2,PT,0,0,0,0,0,0,0,0,169.954833,137.564833,20.1528,17.986167,335.437,11.89796,99.1731,207.157,0,0,0,0,0,0,0,52.825,0,0,41.260333,0,0,0,60.784,171.281667,0,0,0,0,0,0,0,138.268167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96206,13.1439,9.854405,0,0,0,0,0,0,0
jgi.Rhiir2_1.1437652.gw1.374.18.1,Ank_2,PT,33.549333,0,0,0,68.2555,0,0,0,0,124.8925,19.203,26.652,137.0075,73.20728,66.6812,90.096833,0,0,0,0,122.273,0,0,0,0,0,31.757333,0,0,68.6268,134.105833,60.6685,27.842667,37.658833,0,0,0,0,0,0,0,0,4.862445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02645,0,0,0,1.18716
jgi.Gloin1.182527.CE82403_5721,Ank_2,PT,7.696975,0.73834,2.2898067,2.52548,6.16903,3.418325,27.041285,20.3931517,38.0719167,96.9902833,73.49188,97.0183833,45.40045,25.887,24.6819,47.6790667,1.7110333,0,0,0,0,0,3.7978333,6.160185,0.2763267,12.2962433,28.821395,20.84195,27.4132,7.604605,51.5763333,49.72695,14.6769267,5.4184383,0,4.0061517,12.308065,3.95356,9.35945,8.5338383,0,0,1.221154,0,0.353401,0.225095,1.33717,0.530165,1.343595,0,0.521435,0,0.3428375,0.4538465,1.0335155,0,0.661982,0.171059,4.86631,0.1040815,0.362621,0,0.2015665,0.5817895
jgi.Gloin1.196598.CE96474_1456,Ank_2,PT,1.43799,0,0,0,0,0,0,15.154083,0,18.257183,83.92218,44.841333,105.9165,34.47128,67.3071,61.065117,0,0,0,0,0,0,19.169,8.96285,0,74.733983,18.291233,91.666,44.927,17.66245,45.143033,31.6713,10.539033,8.169333,0,0,0,0,0,0,0,0,2.316175,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45019,0,0,0,7.69365,0,0,0
jgi.RhiirC2.122768.CE122672_2766,Ank_2,PT,3.0216,0,0,0,0,13.08005,11.387067,0,36.249683,24.660017,22.15386,38.0841,9.4656,18.41608,30.9378,61.601,0,0,0,0,0,0,0,0,0,0,6.587967,0,8.068375,31.116225,44.044867,19.383783,0,55.498417,0,4.0947,21.9818,23.397333,33.3575,11.454033,3.67174,0,3.00003,0,3.625415,0,0,0,0,0,0,3.16987,0,1.606435,5.0657,4.243265,3.00443,2.46045,3.145085,0,1.330005,1.237485,0,0
jgi.Gloin1.77911.e_gw1.17146.2.1,Ank_2,PT,8.6677517,1.155595,0,3.0522667,1.3385183,0,9.4542917,4.9646617,12.92645,21.5266,14.214636,16.6732133,41.1084,17.76808,16.6624,19.9172683,0,0,0,0,0,0,0,0,3.1315667,4.7673833,9.49633,7.9919,10.43145,5.7052,30.9637767,12.7089333,20.0682667,15.3457167,7.8507,18.7513867,15.27465,7.8232133,10.09246,19.1678667,0,0,0,0,0.2926975,0,0,0,0,0,0,0,0.5342905,0.3436065,0.2776935,0,0.644885,0,0.796705,0,2.508035,0,0,0
jgi.Rhiir2_1.1464759.e_gw1.294.40.1,Ank_2,PT,1.855817,0,0,0,0,0,0,0,8.938067,20.86195,28.59106,9.417017,115.672,27.77522,0,52.925617,4.36865,0,0,0,0,0,0,0,0,0,33.19175,0,0,23.82925,9.957567,25.83095,5.754867,0,24.58505,0,49.9684,0,0,0,0,0,0,0,0,0,3.20085,0,0,0,0,0,1.23373,0,0,0,0,1.264325,0,1.88226,0,0,0,0
jgi.RhiirC2.530939.CE530843_18449,Ank_2,PT,2.22193,1.1294933,0,0,3.5527667,0,2.5216233,0.4586033,7.4226383,11.734275,23.732652,13.553735,16.328825,13.398362,8.1148,28.6334567,0,0,0,0,0,0,0,0,0,4.6608167,12.5519183,7.81135,13.565,3.4254,18.0055683,9.0853983,6.88235,5.3918667,3.836685,10.9594767,11.36379,1.0674817,3.57946,4.41135,0.400279,0,1.329049,0,0.859725,0.7417205,0,0,0,0,0,0,0.77885,0.336269,0.990665,0.916437,2.39349,0.439867,2.33898,0,2.238775,0.518695,0.872086,0.6744795
jgi.Rhidi1.323554.CE323444_855,Ank_2,PT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.84583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.96983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0589,0,0,0,0,0,0,0
jgi.Gloin1.65443.e_gw1.1892.1.1,Ank_2,PT,0.9481795,0,0,11.5307667,0,1.89568,4.5676148,3.1707603,4.8779127,16.0471017,9.605454,10.6827537,11.875565,8.221136,15.0041,15.513092,0,0,0,0,0,0,0,0,10.9021667,0,0,7.5479025,7.7611752,5.469065,14.0714288,2.7518667,1.7356,5.8337167,0,0.007893,0,2.44495,10.4573,11.3696167,2.39098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.307825,0,0,0,0,0.0003555
jgi.RhiirA4.326771.e_gw1.1226.1.1,Ank_2,PT,1.908311,0,0,0,2.280922,0,1.67E-05,0,7.065167,3.681563,23.18463,12.40738,4.023215,6.880128,8.11524,12.62463,1.268218,0,0,0,0,0,0,0,0,6.514667,1.511375,13.63758,3.86245,0,7.958288,0,4.539442,3.186003,0,3.219217,0,0,0,6.200608,0,0,0.51831,0,0.2847715,0,0.3851395,0,0,0,0.552795,0,0,0.0001225,0.652493,0,0,0.594005,3.211195,0,0.78171,0,0,0.2963625
jgi.Rhiir2_1.646564.CE646431_2544,Ank_2,PT,3.24315,0,0,0,2.115383,0,2.456055,1.030473,12.536817,13.820733,10.766258,6.654833,3.25123,6.000322,6.07227,8.184313,0,0,0,0,0,0,0,0,0,8.899167,2.262817,8.26985,2.7713,3.373525,0,15.7333,0,2.572033,0,0,0,0,0,0,0,0,1.28202,2.67236,1.591342,0,0,0,0,0,0,0,0,2.867465,2.691945,0,5.50946,1.06986,2.09207,0,1.641895,0,0.57094,0.688463
jgi.Gloin1.68236.e_gw1.4508.3.1,Ank_2,PT,3.6234183,0,0,5.5481333,1.7014333,0,1.630855,0,0.824385,1.5306083,3.11046,8.0671367,7.83565,3.911354,0,6.714495,0,0,0,0,0,0,3.8617,0,0,5.86485,2.6735517,0,4.165105,2.377405,6.9094667,1.4366917,1.0615783,3.081605,0,2.2957883,0,0,3.19811,8.7239333,0,0,0,0,0.334244,0,0,0,0,0,0,0,0,0.3228075,0,0,0,0,1.369205,0,0,0.60452,0,0.194174
jgi.Gloin1.174545.CE74421_273,Ank_2,PT,5.304583,0,0,0,0,0,0,0,7.5477,0,32.7494,0,0,7.4469,0,14.713883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.395867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.161045,0,0,0,0,0,0,0
jgi.Gloin1.80267.e_gw1.21285.1.1,Ank_2,PT,0,0,0,10.84235,8.001467,3.565015,0,0,7.13805,0,3.05216,2.316283,0,7.1385,0,2.858117,0,0,0,0,0,0,0,11.808017,0,0,3.88395,0,0,0,5.062947,0,0,4.414683,0,0,0,0,0,0,0,0,1.17084,0,0.871335,0.52151,2.085055,0,0,0,0,0,0,0.871215,0,0,0,0.81561,1.24268,0,0.87722,0,0,0.73643
jgi.Gloin1.76681.e_gw1.15331.2.1,Ank_2,PT,0,4.4005,0,0,1.686883,0,0,10.214517,2.717167,0,0,6.07905,0,0,8.37974,0,0,0,0,0,0,0,0,0,0,0,23.0469,0,0,0,6.971733,5.547767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79601,0,0,2.72124,1.93367,0,1.859415,0,0,0
jgi.Rhice1_1.815372.gm1.4156_g,Ank_2,PT,0,0,0,0.85902,2.8612,0,0,0,0,6.52755,1.743554,1.033852,3.052175,4.927898,3.09388,8.444783,0,0,0,0,0,0,0,0,0,0,2.37165,5.5984,3.012525,1.58349,3.734567,0,1.785183,2.414567,8.0269,14.842867,7.7502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969205,0.50459,0,0,0,0,0.67212
jgi.Rhiir2_1.1832627.estExt_fgenesh1_pm.C_900002,Ank_2,PT,1.7271372,0,0,0,0.8862267,0,0,0.43171,2.9728067,2.252185,6.950666,6.0175517,3.32218,4.715234,5.40587,8.09704,0,0,0,0,0,0,0,0,0,2.1629167,2.147715,0,1.5628625,1.059985,8.1116767,2.8804133,0,0.5387683,0,0.29461,3.16314,0.4670433,0,3.39627,0,0,0,0,0.1325595,0.077451,0,0.146254,0,0.447369,0,0,0.365117,0.000156,0.249611,0,0,0.651886,0.8349475,0.2861415,0.5923515,0.1177835,0,0.156401
jgi.Gloin1.9381.gm1.9269_g,Ank_2,PT,1.236885,0,0,0,0,2.068015,0,0,2.5779,5.33411,7.548556,5.57589,2.631855,3.723018,7.07932,6.3703333,0,1.333545,0,0,0,0,0,2.14695,0,1.4252883,4.332,0,1.0651,2.162095,3.85,1.853,0,0.9715167,0,0.6740967,2.735435,1.7720833,0,0,0,0,1.2225785,0,0.411828,0,0.953495,0,0,0.691495,0.27821,0.266864,0,0,0.1945485,0,1.12387,0,0.9368615,0.333455,0,0.184308,0.861445,0.117393
jgi.RhiirB3.425822.gm1.1793_g,Ank_2,PT,1.2133183,0.4550283,0,1.3832783,1.3179982,0.15014,1.294874,1.9983087,1.6029933,2.8932717,2.930866,4.3413297,4.62864,3.860532,1.88444,4.3185667,0,0,0,0,0,0,1.0397783,0,0,1.5837733,1.2992017,2.02333,2.8544475,1.568445,4.5820483,1.6187317,1.2002383,2.0913583,1.73696,0.6944883,0.56476,0.1460947,1.35912,2.2943017,0,0.056363,0.396943,0.032194,0.577025,0.108188,1.496732,0,0.2928815,0.038372,0.164002,0.0428965,0.037784,0.129014,1.2140425,0.0475835,0.440803,0.2462525,2.1487085,0.145414,1.152807,0.287679,0.13892,0.140539
jgi.Gloin1.31520.gm1.31408_g,Ank_2,PT,0,0,0,0,0,0,0,2.106983,0,5.997317,0,2.807683,7.05455,10.1671,0,7.7851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.507217,0,0,0,0,0,0,5.812533,0,7.650283,0,0,0,0,0,0,0,0,0,0,0,1.303215,0,0,0,0,0,0,1.502305,0,0,1.00123,0,0
jgi.RhiirA4.346075.estExt_Genewise1.C_8720003,Ank_2,PT,0.5042317,0,0,0,0.3353467,0,0,1.2215583,0.6526467,5.2789833,3.333038,0.8991183,6.738845,2.26111,0.378597,4.05045,0,0,0,0,0,0,0,0,0,3.1230583,1.03469,0,2.73625,2.192853,5.1790617,1.2325783,2.3164867,2.4138917,5.562495,0.4606717,0,1.1671783,0,2.8684867,0,1.4896,0.1280805,0,0.394966,0.1624555,0,0,0.976365,0,0,0.6231775,0.191962,0.1328355,0.131434,0,0.4125535,0,0.805946,0.1508195,0,0.247147,0.136049,0.2436775
jgi.Gloin1.20102.gm1.19990_g,Ank_2,PT,0.3333883,0.768245,0,4.0583,0.4003333,0,0,0,0.4743667,3.1131017,2.73486,1.812465,8.55904,4.138086,0.975295,6.3286517,0,0,0,0,0,0,0,0,0,1.3795033,3.2665133,0,0,3.01126,4.623295,0,1.3713467,4.355625,0,0.45179,0,0,2.434635,1.2637833,0,0,0,0.137399,0.79856,0,0,0,0,0,0.1923125,0,0,0,0.188564,0,0.218508,0.3554575,0,0,0,0,0.1969055,0
jgi.Rhice1_1.805504.estExt_fgenesh1_pg.C_1580004,Ank_2,PT,0,0,0,0,0,0,0,0,0,12.381383,0,0,0,0,16.4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39675,0,9.2371,0,0,0,9.184833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.205355,0,0,0,0,1.00123,0,0
jgi.RhiirA1_1.451585.gm1.3950_g,Ank_2,PT,0.1114078,0,0,0,0.5537067,0,0.4392717,0,1.93854,1.28996,1.676128,4.748485,1.18133,0.70365,1.10318,2.6658717,0,0,0,0,0,0,2.1278833,0,0,0,0.9179383,0,0,0.612885,2.6346067,0,2.08495,2.9334667,9.32035,3.9344183,0,1.5108383,0,4.589045,0,0,0.253328,0,0,0,0.51346,0.2482185,1.56742,0,0.2162415,0,0.2091255,0,0.4242165,0,0.737765,0.655866,0.303618,0,0,0,0,0.137961
jgi.Rhidi1.652642.estExt_Genewise1Plus.C_1400028,Ank_2,PT,0.000001,0,0,2.33E-06,0.676035,0,1.311598,0,0,1.315575,1.929194,5.951367,5.2909,0,11.9684,1.975033,0,0,0,0,0,0,1.22E-05,0,0,2.33E-06,0.0000005,0,1.503305,0,2.010067,0,0,2.864169,0,6.927834,20.861,0,0,0.0000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58521,0,0,0.621895,0.0000005,0,0
jgi.Rhice1_1.128100.CE127888_9456,Ank_2,PT,9.658833,0,0,0,0,0,0,0,19.927,0,0,0,0,0,7.27407,5.81535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jgi.RhiirA1_1.457119.gm1.9484_g,Ank_2,PT,0.33064,0,0,0,0,0.0004035,0,0,3.7599833,1.74216,0.9040704,4.250385,4.04195,4.606714,0,4.21608,0,0,0,0,0,0,0,0,0,0,0.7980583,6.4188,0,0,2.8856183,0,0,0,0.000844,0,5.2882,0,0,0,0,1.06173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88113,0,0,0,0,0,0.1911155,0
jgi.RhiirC2.430646.CE430550_1183,Ank_2,PT,0,0,0,0,0,0,0,0,0,0,0,2.7805,6.76705,2.03888,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1955,2.795875,0,0,3.173667,0,3.224,0,0,0,3.88495,0,7.3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888715,0,0,0,0,0,0,0,0,0
jgi.Rhiir2_1.1427491.gw1.592.9.1,Ank_2,PT,0,0,0,0,0,0,0,0,4.8551833,0,7.0107,5.4934833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4337833,0,0,0,0,0,0,0,0,0,0,0,0,0.99168,0.59595,0,0,0,0.4315845,0,0,0,0,0,0,0,0,2.1855,0,0,0,0,0.655875
jgi.Rhice1_1.82225.CE82013_48599,Ank_2,PT,0,0,0,0,0.2846467,0,1.1694517,0.4707233,0.94985,1.1852233,2.6052,2.4118817,0,2.0497524,2.77383,1.5032533,0,0,0,0,0,0,0,0,0,2.2920333,0,7.33715,0.7329825,0.3426395,1.1743833,0,2.0780633,0.6029833,0,0,1.72449,0,0,0,0,0,0.619173,0,0.506349,0,0,0,0,0,0,0,0,0.137459,0.135739,0,0.62842,0,0,0,0,0,0,0
